,player_id,targets,deep_targets,red_zone_targets,air_yards,air_yards_per_target,yac,yac_oe,carries,yards_per_carry,red_zone_carries,big_carries,cpoe,big_carry_percentage,player_name,team,targets_team,carries_team,red_zone_targets_team,red_zone_carries_team,target_percentage,carry_percentage,red_zone_target_percentage,red_zone_carry_percentage
305,00-0036906,10.0,,1.0,-27.0,-2.7,66.0,-8.44931850006833,81.0,4.333333333333333,5.0,8.0,,0.09876543209876543,K.Herbert,CHI,203,235,9,18,0.04926108374384237,0.3446808510638298,0.1111111111111111,0.2777777777777778
306,00-0030874,14.0,,,-9.0,-0.6428571428571429,70.0,-18.200616190537403,37.0,3.7567567567567566,4.0,3.0,,0.08108108108108109,D.Williams,CHI,203,235,9,18,0.06896551724137931,0.1574468085106383,,0.2222222222222222
307,00-0030068,20.0,1.0,,180.0,9.0,52.0,5.516676187326082,2.0,-0.5,1.0,,,,M.Goodwin,CHI,203,235,9,18,0.09852216748768473,0.00851063829787234,,0.05555555555555555
308,00-0036290,36.0,2.0,1.0,287.0,7.972222222222222,89.0,-24.161858638821286,1.0,0.0,1.0,,,,C.Kmet,CHI,203,235,9,18,0.17733990147783252,0.00425531914893617,0.1111111111111111,0.05555555555555555
309,00-0031428,44.0,5.0,1.0,498.0,11.318181818181818,70.0,-39.29826668303576,,,,,,,A.Robinson,CHI,203,235,9,18,0.21674876847290642,,0.1111111111111111,
310,00-0036309,53.0,4.0,3.0,606.0,11.433962264150944,78.0,-74.01728700906824,1.0,10.0,,1.0,,1.0,D.Mooney,CHI,203,235,9,18,0.26108374384236455,0.00425531914893617,0.3333333333333333,
311,00-0027973,,,,,,,,4.0,9.5,,2.0,-0.3027135012101153,0.5,A.Dalton,CHI,203,235,9,18,,0.01702127659574468,,
312,00-0036945,,,,,,,,39.0,6.384615384615385,2.0,10.0,-3.275804018432444,0.2564102564102564,J.Fields,CHI,203,235,9,18,,0.16595744680851063,,0.1111111111111111
313,00-0034401,1.0,,1.0,0.0,,0.0,0.0,2.0,1.5,,,2.451633086258715,,M.White,NYJ,313,166,13,19,0.003194888178913738,0.012048192771084338,0.07692307692307693,
314,00-0032058,3.0,,1.0,-10.0,-3.3333333333333335,23.0,6.772792501025833,21.0,3.4761904761904763,,1.0,,0.047619047619047616,T.Coleman,NYJ,313,166,13,19,0.009584664536741214,0.12650602409638553,0.07692307692307693,
315,00-0035259,4.0,,,0.0,0.0,13.0,1.171784117417701,,,,,,,T.Wesco,NYJ,313,166,13,19,0.012779552715654952,,,
316,00-0035510,9.0,1.0,,149.0,16.555555555555557,14.0,-9.900601293171349,1.0,-1.0,,,,,J.Smith,NYJ,313,166,13,19,0.02875399361022364,0.006024096385542169,,
317,00-0036255,14.0,1.0,1.0,170.0,12.142857142857142,49.0,13.072838868538383,,,,,,,D.Mims,NYJ,313,166,13,19,0.04472843450479233,,0.07692307692307693,
318,00-0032214,15.0,,,113.0,7.533333333333333,30.0,-11.63499251556641,,,,,,,T.Kroft,NYJ,313,166,13,19,0.04792332268370607,,,
319,00-0030108,25.0,,2.0,146.0,5.84,41.0,-81.5742454166757,,,,,,,R.Griffin,NYJ,313,166,13,19,0.07987220447284345,,0.15384615384615385,
320,00-0033681,25.0,1.0,2.0,313.0,13.041666666666666,24.0,-52.852470281395654,,,,,,,K.Cole,NYJ,313,166,13,19,0.07987220447284345,,0.15384615384615385,
321,00-0034419,28.0,,1.0,180.0,6.428571428571429,61.0,-54.12818533067184,2.0,7.5,,,,,B.Berrios,NYJ,313,166,13,19,0.08945686900958466,0.012048192771084338,0.07692307692307693,
322,00-0035537,29.0,,,90.0,3.103448275862069,202.0,79.37224913106184,39.0,3.5128205128205128,6.0,3.0,,0.07692307692307693,T.Johnson,NYJ,313,166,13,19,0.0926517571884984,0.23493975903614459,,0.3157894736842105
323,00-0031941,38.0,,2.0,189.0,5.108108108108108,103.0,-26.457291793500193,,,,,,,J.Crowder,NYJ,313,166,13,19,0.12140575079872204,,0.15384615384615385,
324,00-0036924,39.0,,,14.0,0.358974358974359,264.0,63.01212526018935,87.0,3.813953488372093,10.0,6.0,,0.06896551724137931,Mi.Carter,NYJ,313,166,13,19,0.12460063897763578,0.5240963855421686,,0.5263157894736842
325,00-0036980,41.0,4.0,1.0,468.0,11.7,83.0,-48.62929882458411,2.0,11.5,,1.0,,0.5,E.Moore,NYJ,313,166,13,19,0.13099041533546327,0.012048192771084338,0.07692307692307693,
326,00-0033871,42.0,4.0,2.0,572.0,13.619047619047619,75.0,-15.098696721259332,,,,,,,C.Davis,NYJ,313,166,13,19,0.134185303514377,,0.15384615384615385,
327,00-0036269,,,,,,,,1.0,3.0,,,,,L.Perine,NYJ,313,166,13,19,,0.006024096385542169,,
328,00-0026300,,,,,,,,4.0,6.333333333333333,1.0,1.0,-4.852620959281921,0.25,J.Johnson,NYJ,313,166,13,19,,0.024096385542168676,,0.05263157894736842
329,00-0037013,,,,,,,,7.0,4.0,2.0,2.0,-6.686993375081908,0.2857142857142857,Z.Wilson,NYJ,313,166,13,19,,0.04216867469879518,,0.10526315789473684
330,00-0034799,1.0,,,-1.0,-1.0,0.0,0.0,7.0,1.7142857142857142,,1.0,,0.14285714285714285,K.Ballage,PIT,270,157,14,12,0.003703703703703704,0.044585987261146494,,
331,00-0032897,1.0,,,0.0,0.0,3.0,-3.9661695324466564,,,,,,,D.Watt,PIT,270,157,14,12,0.003703703703703704,,,
332,00-0035891,3.0,,,32.0,10.666666666666666,4.0,-5.066946903469216,,,,,,,C.White,PIT,270,157,14,12,0.011111111111111112,,,
333,00-0035217,3.0,,,0.0,0.0,10.0,0.4707751416717656,8.0,2.625,,,,,B.Snell,PIT,270,157,14,12,0.011111111111111112,0.050955414012738856,,
334,00-0034407,9.0,,,52.0,5.777777777777778,27.0,-13.89815243070916,1.0,10.0,,1.0,,1.0,R.McCloud,PIT,270,157,14,12,0.03333333333333333,0.006369426751592357,,
335,00-0035222,9.0,,1.0,37.0,4.111111111111111,51.0,6.925280543473489,,,,,,,Z.Gentry,PIT,270,157,14,12,0.03333333333333333,,0.07142857142857142,
336,00-0031387,13.0,,1.0,93.0,7.153846153846154,7.0,-25.76750574500329,1.0,1.0,1.0,,,,E.Ebron,PIT,270,157,14,12,0.04814814814814815,0.006369426751592357,0.07142857142857142,0.08333333333333333
337,00-0034676,15.0,1.0,,128.0,8.533333333333333,57.0,-2.664202647167257,,,,,,,J.Washington,PIT,270,157,14,12,0.05555555555555555,,,
338,00-0036894,27.0,,3.0,156.0,5.777777777777778,87.0,26.386557410296525,,,,,,,P.Freiermuth,PIT,270,157,14,12,0.1,,0.21428571428571427,
339,00-0033857,28.0,1.0,,183.0,6.535714285714286,68.0,-13.634159882079985,3.0,3.0,1.0,,,,J.Smith-Schuster,PIT,270,157,14,12,0.1037037037037037,0.01910828025477707,,0.08333333333333333
340,00-0036326,47.0,3.0,1.0,557.0,11.851063829787234,163.0,34.823810823269014,4.0,9.5,,2.0,,0.5,C.Claypool,PIT,270,157,14,12,0.17407407407407408,0.025477707006369428,0.07142857142857142,
341,00-0036893,49.0,,4.0,5.0,0.10204081632653061,281.0,113.64812812396121,128.0,3.7421875,10.0,12.0,,0.09375,N.Harris,PIT,270,157,14,12,0.1814814814814815,0.8152866242038217,0.2857142857142857,0.8333333333333334
342,00-0035216,65.0,6.0,4.0,618.0,9.80952380952381,223.0,3.4859104583374574,1.0,25.0,,1.0,,1.0,D.Johnson,PIT,270,157,14,12,0.24074074074074073,0.006369426751592357,0.2857142857142857,
343,00-0036336,,,,,,,,1.0,1.0,,,,,A.McFarland,PIT,270,157,14,12,,0.006369426751592357,,
344,00-0022924,,,,,,,,3.0,3.3333333333333335,,,-1.6771222321728192,,B.Roethlisberger,PIT,270,157,14,12,,0.01910828025477707,,
345,00-0031136,,,,,,,,,,,,-26.183247566223145,,C.Boswell,PIT,270,157,14,12,,,,
346,00-0037004,1.0,,,2.0,2.0,0.0,0.0,,,,,,,H.Long,MIA,310,163,18,17,0.0032258064516129032,,,
347,00-0035342,1.0,,,-1.0,-1.0,11.0,3.4804058830122813,,,,,,,P.Laird,MIA,310,163,18,17,0.0032258064516129032,,,
348,00-0033338,2.0,,,8.0,4.0,8.0,-1.5710515389801003,,,,,,,C.Carter,MIA,310,163,18,17,0.0064516129032258064,,,
349,00-0032791,2.0,,,1.0,0.5,-8.0,-21.007610912456585,,,,,,,J.Grant,MIA,310,163,18,17,0.0064516129032258064,,,
350,00-0033471,4.0,,1.0,18.0,4.5,5.0,-2.075572395857307,,,,,,,I.Ford,MIA,310,163,18,17,0.012903225806451613,,0.05555555555555555,
351,00-0031806,5.0,,,-2.0,-0.4,8.0,-9.67883283921401,33.0,3.787878787878788,6.0,3.0,,0.09090909090909091,M.Brown,MIA,310,163,18,17,0.016129032258064516,0.20245398773006135,,0.35294117647058826
352,00-0033127,9.0,2.0,1.0,131.0,16.375,10.0,-11.33159496448934,,,,,,,W.Fuller,MIA,310,163,18,17,0.02903225806451613,,0.05555555555555555,
353,00-0033896,9.0,,,47.0,5.222222222222222,13.0,-15.603895845852094,,,,,,,A.Shaheen,MIA,310,163,18,17,0.02903225806451613,,,
354,00-0033555,11.0,1.0,1.0,154.0,14.0,10.0,-13.531172071190667,,,,,,,M.Hollins,MIA,310,163,18,17,0.035483870967741936,,0.05555555555555555,
355,00-0030669,12.0,,,78.0,6.5,21.0,-12.852896649346803,,,,,,,A.Wilson,MIA,310,163,18,17,0.03870967741935484,,,
356,00-0035350,12.0,1.0,1.0,112.0,9.333333333333334,31.0,6.481324968517583,1.0,7.0,,,,,P.Williams,MIA,310,163,18,17,0.03870967741935484,0.006134969325153374,0.05555555555555555,
357,00-0036020,17.0,1.0,,49.0,2.8823529411764706,97.0,25.199625248802477,35.0,2.7714285714285714,1.0,1.0,,0.02857142857142857,S.Ahmed,MIA,310,163,18,17,0.054838709677419356,0.2147239263803681,,0.058823529411764705
358,00-0034798,18.0,,2.0,145.0,8.055555555555555,30.0,-33.624220560064714,,,,,,,D.Smythe,MIA,310,163,18,17,0.05806451612903226,,0.1111111111111111,
359,00-0035311,40.0,,3.0,4.0,0.1,167.0,-56.68495506217005,66.0,4.2272727272727275,4.0,8.0,,0.12121212121212122,M.Gaskin,MIA,310,163,18,17,0.12903225806451613,0.4049079754601227,0.16666666666666666,0.23529411764705882
360,00-0031547,43.0,5.0,2.0,511.0,11.883720930232558,76.0,-35.15435335017537,,,,,,,D.Parker,MIA,310,163,18,17,0.13870967741935483,,0.1111111111111111,
361,00-0034829,56.0,1.0,3.0,539.0,9.8,116.0,-42.814240474806866,,,,,,,M.Gesicki,MIA,310,163,18,17,0.18064516129032257,,0.16666666666666666,
362,00-0036613,68.0,1.0,4.0,418.0,6.147058823529412,210.0,-46.85421988930466,1.0,2.0,,,,,J.Waddle,MIA,310,163,18,17,0.21935483870967742,0.006134969325153374,0.2222222222222222,
363,00-0036212,,,,,,,,12.0,5.333333333333333,3.0,,1.4684563796771202,,T.Tagovailoa,MIA,310,163,18,17,,0.0736196319018405,,0.17647058823529413
364,00-0033119,,,,,,,,15.0,3.8666666666666667,3.0,2.0,-2.6457998232963758,0.13333333333333333,J.Brissett,MIA,310,163,18,17,,0.09202453987730061,,0.17647058823529413
365,00-0034857,1.0,,1.0,0.0,,0.0,0.0,49.0,5.6875,13.0,9.0,4.9569645939871325,0.1836734693877551,J.Allen,BUF,263,192,22,28,0.0038022813688212928,0.2552083333333333,0.045454545454545456,0.4642857142857143
366,00-0031787,2.0,1.0,,41.0,20.5,0.0,0.0,,,,,,,J.Kumerow,BUF,263,192,22,28,0.0076045627376425855,,,
367,00-0036187,2.0,,,19.0,9.5,6.0,1.0335495902691036,3.0,1.0,,,,,R.Gilliam,BUF,263,192,22,28,0.0076045627376425855,0.015625,,
368,00-0033466,3.0,,,15.0,5.0,5.0,-8.711608425452141,3.0,3.3333333333333335,,,,,I.McKenzie,BUF,263,192,22,28,0.011406844106463879,0.015625,,
369,00-0035308,8.0,,1.0,38.0,4.75,11.0,-19.940714968266548,,,,,,,T.Sweeney,BUF,263,192,22,28,0.030418250950570342,,0.045454545454545456,
370,00-0036196,15.0,1.0,3.0,157.0,10.466666666666667,47.0,0.5820825878035971,,,,,,,G.Davis,BUF,263,192,22,28,0.057034220532319393,,0.13636363636363635,
371,00-0035250,19.0,,1.0,1.0,0.05263157894736842,58.0,-42.19336948001001,67.0,5.059701492537314,3.0,7.0,,0.1044776119402985,D.Singletary,BUF,263,192,22,28,0.07224334600760456,0.3489583333333333,0.045454545454545456,0.10714285714285714
372,00-0036251,21.0,,2.0,-3.0,-0.14285714285714285,161.0,39.8095463339414,62.0,3.661290322580645,11.0,2.0,,0.03225806451612903,Z.Moss,BUF,263,192,22,28,0.07984790874524715,0.3229166666666667,0.09090909090909091,0.39285714285714285
373,00-0035689,27.0,2.0,4.0,230.0,8.518518518518519,105.0,4.54579933090281,,,,,,,D.Knox,BUF,263,192,22,28,0.10266159695817491,,0.18181818181818182,
374,00-0027685,44.0,9.0,5.0,781.0,18.162790697674417,43.0,-41.9148255499822,1.0,7.0,,,,,E.Sanders,BUF,263,192,22,28,0.16730038022813687,0.005208333333333333,0.22727272727272727,
375,00-0029000,56.0,,1.0,318.0,5.678571428571429,189.0,-32.42923572722793,,,,,-33.29757750034332,,C.Beasley,BUF,263,192,22,28,0.21292775665399238,,0.045454545454545456,
376,00-0031588,65.0,7.0,4.0,739.0,11.36923076923077,130.0,-67.40345500111289,,,,,,,S.Diggs,BUF,263,192,22,28,0.24714828897338403,,0.18181818181818182,
377,00-0033869,,,,,,,,3.0,11.333333333333334,1.0,1.0,19.546285271644592,0.3333333333333333,M.Trubisky,BUF,263,192,22,28,,0.015625,,0.03571428571428571
378,00-0033308,,,,,,,,4.0,1.0,,,,,M.Breida,BUF,263,192,22,28,,0.020833333333333332,,
379,00-0034867,1.0,1.0,,35.0,35.0,0.0,0.0,,,,,,,M.Turner,DAL,256,213,15,20,0.00390625,,,
380,00-0034764,7.0,,,42.0,6.0,26.0,1.1957152549293841,,,,,,,M.Gallup,DAL,256,213,15,20,0.02734375,,,
381,00-0033591,9.0,,,109.0,12.11111111111111,32.0,4.149600555720099,,,,,,,N.Brown,DAL,256,213,15,20,0.03515625,,,
382,00-0033658,15.0,,2.0,113.0,7.533333333333333,38.0,-0.5112269798846683,,,,,,,B.Jarwin,DAL,256,213,15,20,0.05859375,,0.13333333333333333,
383,00-0035261,17.0,,1.0,-15.0,-0.9375,131.0,4.003791711555095,68.0,5.764705882352941,2.0,10.0,,0.14705882352941177,T.Pollard,DAL,256,213,15,20,0.06640625,0.3192488262910798,0.06666666666666667,0.1
384,00-0034418,22.0,2.0,1.0,221.0,10.045454545454545,114.0,22.800934685816173,2.0,5.5,,,49.58397150039673,,C.Wilson,DAL,256,213,15,20,0.0859375,0.009389671361502348,0.06666666666666667,
385,00-0033045,26.0,,3.0,-9.0,-0.34615384615384615,115.0,-15.633814691951558,118.0,4.838983050847458,10.0,16.0,,0.13559322033898305,E.Elliott,DAL,256,213,15,20,0.1015625,0.5539906103286385,0.2,0.5
386,00-0034383,45.0,,3.0,292.0,6.636363636363637,188.0,28.783471323018603,,,,,,,D.Schultz,DAL,256,213,15,20,0.17578125,,0.2,
387,00-0031544,56.0,4.0,2.0,667.0,11.910714285714286,110.0,-35.17525502936769,,,,,,,A.Cooper,DAL,256,213,15,20,0.21875,,0.13333333333333333,
388,00-0036358,58.0,4.0,3.0,597.0,10.473684210526315,232.0,35.42391139594838,4.0,4.5,1.0,1.0,,0.25,C.Lamb,DAL,256,213,15,20,0.2265625,0.018779342723004695,0.2,0.05
389,00-0033662,,,,,,,,1.0,2.0,,,-5.573404207825661,,C.Rush,DAL,256,213,15,20,,0.004694835680751174,,
390,00-0033725,,,,,,,,3.0,0.0,,,,,C.Clement,DAL,256,213,15,20,,0.014084507042253521,,
391,00-0033077,,,,,,,,17.0,3.4705882352941178,7.0,2.0,7.624094717875476,0.11764705882352941,D.Prescott,DAL,256,213,15,20,,0.07981220657276995,,0.35
392,00-0034903,1.0,,,10.0,10.0,0.0,0.0,,,,,,,T.Campbell,LAC,276,153,18,18,0.0036231884057971015,,,
393,00-0036650,2.0,,,-1.0,-0.5,0.0,-8.145844953687629,28.0,2.5357142857142856,2.0,1.0,,0.03571428571428571,L.Rountree,LAC,276,153,18,18,0.007246376811594203,0.1830065359477124,,0.1111111111111111
394,00-0035908,3.0,,,9.0,3.0,8.0,-6.830321968984208,1.0,2.0,,,,,G.Nabers,LAC,276,153,18,18,0.010869565217391304,0.006535947712418301,,
395,00-0036382,3.0,,,18.0,6.0,12.0,-2.504620822612196,,,,,,,K.Hill,LAC,276,153,18,18,0.010869565217391304,,,
396,00-0034440,7.0,,1.0,-3.0,-0.42857142857142855,37.0,-11.598827335823444,13.0,7.769230769230769,1.0,1.0,,0.07692307692307693,J.Jackson,LAC,276,153,18,18,0.025362318840579712,0.08496732026143791,0.05555555555555555,0.05555555555555555
397,00-0032725,8.0,,,28.0,3.5,32.0,-1.887550145809655,,,,,,,S.Anderson,LAC,276,153,18,18,0.028985507246376812,,,
398,00-0035329,10.0,,3.0,31.0,3.4444444444444446,51.0,18.319305603639805,,,,,,,D.Parham,LAC,276,153,18,18,0.036231884057971016,,0.16666666666666666,
399,00-0036988,11.0,,,102.0,9.272727272727273,13.0,-11.784666080158788,,,,,,,J.Palmer,LAC,276,153,18,18,0.03985507246376811,,,
400,00-0035414,20.0,2.0,1.0,235.0,11.75,58.0,7.33909644553205,4.0,8.0,,1.0,,0.25,J.Guyton,LAC,276,153,18,18,0.07246376811594203,0.026143790849673203,0.05555555555555555,
401,00-0027061,38.0,,3.0,308.0,8.105263157894736,120.0,11.350264882428746,,,,,,,J.Cook,LAC,276,153,18,18,0.13768115942028986,,0.16666666666666666,
402,00-0033699,42.0,,,63.0,1.5,284.0,52.61160327056132,86.0,5.0,13.0,10.0,,0.11627906976744186,A.Ekeler,LAC,276,153,18,18,0.15217391304347827,0.5620915032679739,,0.7222222222222222
403,00-0033536,62.0,5.0,5.0,725.0,11.885245901639344,181.0,32.07225980709336,,,,,,,M.Williams,LAC,276,153,18,18,0.2246376811594203,,0.2777777777777778,
404,00-0030279,69.0,5.0,5.0,570.0,8.26086956521739,165.0,-66.30117874951247,,,,,,,K.Allen,LAC,276,153,18,18,0.25,,0.2777777777777778,
405,00-0036370,,,,,,,,6.0,4.0,,1.0,,0.16666666666666666,J.Kelley,LAC,276,153,18,18,,0.0392156862745098,,
406,00-0036355,,,,,,,,15.0,5.933333333333334,2.0,4.0,-1.8199346768550384,0.26666666666666666,J.Herbert,LAC,276,153,18,18,,0.09803921568627451,,0.1111111111111111
407,00-0031543,,,,,,,,,,,,-59.7593367099762,,T.Long,LAC,276,153,18,18,,,,
408,00-0033950,1.0,,,4.0,4.0,0.0,0.0,8.0,4.125,,2.0,,0.25,W.Gallman,ATL,269,163,19,10,0.0037174721189591076,0.049079754601226995,,
409,00-0035572,1.0,,,0.0,0.0,0.0,0.0,,,,,,,P.Hesse,ATL,269,163,19,10,0.0037174721189591076,,,
410,00-0030968,5.0,,,12.0,2.4,15.0,-9.411510691927106,5.0,3.6,,,,,K.Smith,ATL,269,163,19,10,0.01858736059479554,0.03067484662576687,,
411,00-0034132,5.0,,,43.0,8.6,1.0,-9.779570654500276,,,,,,,C.Blake,ATL,269,163,19,10,0.01858736059479554,,,
412,00-0028097,9.0,,1.0,35.0,3.888888888888889,21.0,-12.6682321407352,,,,,,,L.Smith,ATL,269,163,19,10,0.03345724907063197,,0.05263157894736842,
413,00-0034411,15.0,1.0,2.0,98.0,6.533333333333333,30.0,-18.895996855615522,,,,,,,R.Gage,ATL,269,163,19,10,0.055762081784386616,,0.10526315789473684,
414,00-0032778,18.0,1.0,,173.0,9.61111111111111,42.0,-17.97005041158991,,,,,,,T.Sharpe,ATL,269,163,19,10,0.06691449814126393,,,
415,00-0035208,20.0,,3.0,177.0,9.31578947368421,26.0,-6.112871894380078,,,,,,,O.Zaccheaus,ATL,269,163,19,10,0.07434944237918216,,0.15789473684210525,
416,00-0034830,22.0,1.0,,144.0,6.545454545454546,64.0,-26.609753086937417,,,,,,,H.Hurst,ATL,269,163,19,10,0.08178438661710037,,,
417,00-0032063,30.0,,3.0,-58.0,-1.9333333333333333,155.0,-33.93997003776167,75.0,3.44,6.0,7.0,,0.09333333333333334,M.Davis,ATL,269,163,19,10,0.11152416356877323,0.4601226993865031,0.15789473684210525,0.6
418,00-0030578,41.0,1.0,1.0,99.0,2.4146341463414633,223.0,39.300930802113726,64.0,4.1875,3.0,11.0,,0.171875,C.Patterson,ATL,269,163,19,10,0.1524163568773234,0.39263803680981596,0.05263157894736842,0.3
419,00-0036970,50.0,3.0,4.0,562.0,11.24,105.0,-48.762212426583574,,,,,,,K.Pitts,ATL,269,163,19,10,0.18587360594795538,,0.21052631578947367,
420,00-0034837,52.0,3.0,5.0,521.0,10.01923076923077,91.0,-33.99968190344953,,,,,,,C.Ridley,ATL,269,163,19,10,0.19330855018587362,,0.2631578947368421,
421,00-0036825,,,,,,,,1.0,3.0,,,,,F.Franks,ATL,269,163,19,10,,0.006134969325153374,,
422,00-0026143,,,,,,,,10.0,3.5555555555555554,1.0,1.0,1.4857254219505025,0.1,M.Ryan,ATL,269,163,19,10,,0.06134969325153374,,0.1
423,00-0034343,,,,,,,,,,,,-62.49211132526398,,J.Rosen,ATL,269,163,19,10,,,,
424,00-0035341,1.0,,,23.0,23.0,2.0,-4.069361640082207,,,,,,,T.Irwin,CIN,242,195,17,9,0.004132231404958678,,,
425,00-0034686,4.0,,1.0,45.0,11.25,21.0,8.866887855627283,,,,,,,A.Tate,CIN,242,195,17,9,0.01652892561983471,,0.058823529411764705,
426,00-0033114,5.0,,,39.0,7.8,10.0,-6.328069472634525,,,,,,,M.Thomas,CIN,242,195,17,9,0.02066115702479339,,,
427,00-0035631,5.0,,,29.0,5.8,9.0,-5.608525083131097,,,,,,,D.Sample,CIN,242,195,17,9,0.02066115702479339,,,
428,00-0036857,8.0,,,40.0,5.0,64.0,21.87446360364993,4.0,4.5,,,,,C.Evans,CIN,242,195,17,9,0.03305785123966942,0.020512820512820513,,
429,00-0033526,12.0,,1.0,14.0,1.1666666666666667,82.0,26.847555084939813,31.0,4.483870967741935,,4.0,,0.12903225806451613,S.Perine,CIN,242,195,17,9,0.049586776859504134,0.15897435897435896,0.058823529411764705,
430,00-0033897,21.0,,3.0,-15.0,-0.7142857142857143,158.0,41.33811083882756,137.0,4.175182481751825,8.0,13.0,,0.0948905109489051,J.Mixon,CIN,242,195,17,9,0.08677685950413223,0.7025641025641025,0.17647058823529413,0.8888888888888888
431,00-0032134,23.0,1.0,1.0,127.0,5.521739130434782,172.0,58.47246163418458,,,,,,,C.Uzomah,CIN,242,195,17,9,0.09504132231404959,,0.058823529411764705,
432,00-0036410,50.0,2.0,4.0,522.0,10.653061224489797,97.0,-17.240109890721214,,,,,,,T.Higgins,CIN,242,195,17,9,0.2066115702479339,,0.23529411764705882,
433,00-0033009,53.0,1.0,2.0,360.0,6.7924528301886795,206.0,27.10660120790999,,,,,12.373977899551392,,T.Boyd,CIN,242,195,17,9,0.2190082644628099,,0.11764705882352941,
434,00-0036900,60.0,12.0,5.0,789.0,13.15,289.0,103.11539319344593,2.0,3.5,,,,,J.Chase,CIN,242,195,17,9,0.24793388429752067,0.010256410256410256,0.29411764705882354,
435,00-0035291,,,,,,,,6.0,2.1666666666666665,,,,,T.Williams,CIN,242,195,17,9,,0.03076923076923077,,
436,00-0036442,,,,,,,,15.0,3.2,1.0,,4.62976411047341,,J.Burrow,CIN,242,195,17,9,,0.07692307692307693,,0.1111111111111111
437,00-0032434,,,,,,,,,,,,31.53207302093506,,B.Allen,CIN,242,195,17,9,,,,
438,00-0033720,1.0,,,5.0,5.0,0.0,0.0,,,,,,,C.Thompson,CAR,277,226,16,22,0.0036101083032490976,,,
439,00-0032543,2.0,,,18.0,9.0,24.0,16.82614317559637,,,,,,,A.Erickson,CAR,277,226,16,22,0.007220216606498195,,,
440,00-0036572,5.0,,,16.0,3.2,29.0,0.25456307635613484,1.0,-3.0,,,,,S.Smith,CAR,277,226,16,22,0.018050541516245487,0.004424778761061947,,
441,00-0035957,5.0,,,16.0,3.2,32.0,7.724044900518493,,,,,,,R.Smith,CAR,277,226,16,22,0.018050541516245487,,,
442,00-0034317,6.0,,1.0,50.0,8.333333333333334,16.0,-5.167257007371518,,,,,,,K.Kirkwood,CAR,277,226,16,22,0.021660649819494584,,0.0625,
443,00-0034838,6.0,,,-8.0,-1.3333333333333333,11.0,-8.033346182070092,21.0,3.6666666666666665,1.0,1.0,,0.047619047619047616,R.Freeman,CAR,277,226,16,22,0.021660649819494584,0.09292035398230089,,0.045454545454545456
444,00-0034052,8.0,,,71.0,8.875,68.0,38.55406475458585,,,,,,,B.Zylstra,CAR,277,226,16,22,0.02888086642599278,,,
445,00-0037005,15.0,1.0,3.0,151.0,10.785714285714286,16.0,-15.333630343688128,2.0,3.5,2.0,,,,T.Tremble,CAR,277,226,16,22,0.05415162454873646,0.008849557522123894,0.1875,0.09090909090909091
446,00-0033280,17.0,,,12.0,0.7058823529411765,151.0,43.67900320197805,52.0,3.8653846153846154,7.0,5.0,,0.09615384615384616,C.McCaffrey,CAR,277,226,16,22,0.061371841155234655,0.23008849557522124,,0.3181818181818182
447,00-0034365,17.0,1.0,,125.0,7.352941176470588,58.0,-16.446433631928812,,,,,,,I.Thomas,CAR,277,226,16,22,0.061371841155234655,,,
448,00-0036955,22.0,,2.0,145.0,6.590909090909091,58.0,-14.955920998458168,,,,,,,T.Marshall,CAR,277,226,16,22,0.07942238267148015,,0.125,
449,00-0036555,26.0,,1.0,24.0,0.9230769230769231,95.0,-18.78288746288308,108.0,3.6203703703703702,7.0,7.0,,0.06481481481481481,C.Hubbard,CAR,277,226,16,22,0.09386281588447654,0.4778761061946903,0.0625,0.3181818181818182
450,00-0034011,36.0,,,221.0,6.138888888888889,133.0,16.259549917238473,,,,,,,D.Arnold,CAR,277,226,16,22,0.1299638989169675,,,
451,00-0032688,50.0,6.0,3.0,619.0,12.38,62.0,-29.033008395941582,1.0,3.0,,,,,R.Anderson,CAR,277,226,16,22,0.18050541516245489,0.004424778761061947,0.1875,
452,00-0034827,81.0,5.0,6.0,889.0,11.1125,247.0,13.599028451928458,5.0,4.2,,1.0,,0.2,Dj.Moore,CAR,277,226,16,22,0.2924187725631769,0.022123893805309734,0.375,
453,00-0033275,,,,,,,,1.0,13.0,,1.0,-40.571266412734985,1.0,P.Walker,CAR,277,226,16,22,,0.004424778761061947,,
454,00-0034869,,,,,,,,27.0,6.888888888888889,5.0,7.0,-3.8011548897394762,0.25925925925925924,S.Darnold,CAR,277,226,16,22,,0.11946902654867257,,0.22727272727272727
455,00-0036620,1.0,,,6.0,6.0,0.0,-3.3509406983139343,2.0,11.0,,1.0,,0.5,D.Eskridge,SEA,206,192,6,13,0.0048543689320388345,0.010416666666666666,,
456,00-0036244,2.0,,,-2.0,-1.0,3.0,-5.296262471623777,,,,,,,C.Parkinson,SEA,206,192,6,13,0.009708737864077669,,,
457,00-0033594,6.0,,,-13.0,-2.1666666666666665,42.0,-9.685493716024213,54.0,4.296296296296297,3.0,2.0,,0.037037037037037035,C.Carson,SEA,206,192,6,13,0.02912621359223301,0.28125,,0.23076923076923078
458,00-0035022,6.0,1.0,,58.0,9.666666666666666,29.0,0.9799343853301234,,,,,,,P.Hart,SEA,206,192,6,13,0.02912621359223301,,,
