,player_id,week,targets_wk,red_zone_targets_wk,deep_targets_wk,air_yards_per_target_wk,carries_wk,red_zone_carries_wk,yards_per_carry_wk,team,targets_wk_team,carries_wk_team,target_percentage_wk,carry_percentage_wk,player_name
1278,00-0033891,5,2.0,,,16.5,,,,LV,35,22,0.05714285714285714,,Z.Jones
1279,00-0036357,5,3.0,,,15.0,,,,LV,35,22,0.08571428571428572,,H.Ruggs
1280,00-0035700,5,5.0,,,-1.2,15.0,3.0,3.2,LV,35,22,0.14285714285714285,0.6818181818181818,J.Jacobs
1281,00-0036365,5,6.0,,1.0,17.333333333333332,,,,LV,35,22,0.17142857142857143,,B.Edwards
1282,00-0034983,5,8.0,,,6.125,,,,LV,35,22,0.22857142857142856,,H.Renfrow
1283,00-0031610,5,8.0,1.0,1.0,9.375,,,,LV,35,22,0.22857142857142856,,D.Waller
1284,00-0033958,5,,,,,2.0,,1.0,LV,35,22,,0.09090909090909091,N.Peterman
1285,00-0031280,5,,,,,3.0,,3.3333333333333335,LV,35,22,,0.13636363636363635,D.Carr
1286,00-0032972,2,1.0,,,0.0,2.0,,4.5,NYG,32,27,0.03125,0.07407407407407407,D.Booker
1287,00-0034988,2,2.0,,,8.5,,,,NYG,32,27,0.0625,,K.Smith
1288,00-0027981,2,2.0,,,11.5,,,,NYG,32,27,0.0625,,K.Rudolph
1289,00-0034844,2,3.0,,,0.0,13.0,1.0,4.384615384615385,NYG,32,27,0.09375,0.48148148148148145,S.Barkley
1290,00-0035535,2,6.0,,2.0,18.666666666666668,,,,NYG,32,27,0.1875,,D.Slayton
1291,00-0033932,2,8.0,,1.0,15.375,,,,NYG,32,27,0.25,,K.Golladay
1292,00-0032385,2,10.0,,,8.4,1.0,,-9.0,NYG,32,27,0.3125,0.037037037037037035,S.Shepard
1293,00-0033367,2,,,,,1.0,,6.0,NYG,32,27,,0.037037037037037035,C.Board
1294,00-0032813,2,,,,,2.0,,2.5,NYG,32,27,,0.07407407407407407,E.Penny
1295,00-0035710,2,,,,,8.0,1.0,12.0,NYG,32,27,,0.2962962962962963,D.Jones
1296,00-0032972,4,1.0,,,-5.0,1.0,,6.0,NYG,36,21,0.027777777777777776,0.047619047619047616,D.Booker
1297,00-0027981,4,3.0,1.0,,5.333333333333333,,,,NYG,36,21,0.08333333333333333,,K.Rudolph
1298,00-0033460,4,4.0,,1.0,18.5,,,,NYG,36,21,0.1111111111111111,,J.Ross
1299,00-0034844,4,6.0,,,3.5,13.0,2.0,4.0,NYG,36,21,0.16666666666666666,0.6190476190476191,S.Barkley
1300,00-0033881,4,6.0,,,3.0,1.0,1.0,-3.0,NYG,36,21,0.16666666666666666,0.047619047619047616,E.Engram
1301,00-0033932,4,7.0,,,13.714285714285714,,,,NYG,36,21,0.19444444444444445,,K.Golladay
1302,00-0036913,4,9.0,,1.0,8.0,1.0,,1.0,NYG,36,21,0.25,0.047619047619047616,K.Toney
1303,00-0035710,4,,,,,5.0,1.0,6.75,NYG,36,21,,0.23809523809523808,D.Jones
1304,00-0033891,4,1.0,,,-5.0,,,,LV,32,18,0.03125,,Z.Jones
1305,00-0030663,4,1.0,,,15.0,,,,LV,32,18,0.03125,,W.Snead
1306,00-0036365,4,4.0,,1.0,9.5,,,,LV,32,18,0.125,,B.Edwards
1307,00-0035700,4,5.0,,,-1.0,13.0,1.0,3.076923076923077,LV,32,18,0.15625,0.7222222222222222,J.Jacobs
1308,00-0036357,4,6.0,,2.0,22.833333333333332,,,,LV,32,18,0.1875,,H.Ruggs
1309,00-0031610,4,7.0,1.0,,9.571428571428571,,,,LV,32,18,0.21875,,D.Waller
1310,00-0034983,4,8.0,1.0,,5.375,,,,LV,32,18,0.25,,H.Renfrow
1311,00-0032741,4,,,,,1.0,,0.0,LV,32,18,,0.05555555555555555,P.Barber
1312,00-0033118,4,,,,,1.0,,2.0,LV,32,18,,0.05555555555555555,K.Drake
1313,00-0031280,4,,,,,3.0,,2.0,LV,32,18,,0.16666666666666666,D.Carr
1314,00-0033879,3,1.0,,,4.0,,,,TB,54,13,0.018518518518518517,,O.Howard
1315,00-0036877,3,1.0,,,-1.0,,,,TB,54,13,0.018518518518518517,,J.Darden
1316,00-0035298,3,3.0,,,6.0,,,,TB,54,13,0.05555555555555555,,S.Miller
1317,00-0033856,3,3.0,,,2.6666666666666665,4.0,,2.0,TB,54,13,0.05555555555555555,0.3076923076923077,L.Fournette
1318,00-0031273,3,5.0,,,6.4,,,,TB,54,13,0.09259259259259259,,C.Brate
1319,00-0036427,3,6.0,1.0,,11.833333333333334,,,,TB,54,13,0.1111111111111111,,T.Johnson
1320,00-0033921,3,7.0,,,5.0,1.0,1.0,2.0,TB,54,13,0.12962962962962962,0.07692307692307693,C.Godwin
1321,00-0027656,3,8.0,2.0,,11.75,,,,TB,54,13,0.14814814814814814,,R.Gronkowski
1322,00-0030456,3,10.0,2.0,,-1.1,,,,TB,54,13,0.18518518518518517,,G.Bernard
1323,00-0031408,3,10.0,,1.0,13.5,,,,TB,54,13,0.18518518518518517,,M.Evans
1324,00-0019596,3,,,,,3.0,1.0,4.666666666666667,TB,54,13,,0.23076923076923078,T.Brady
1325,00-0034816,3,,,,,5.0,1.0,2.2,TB,54,13,,0.38461538461538464,R.Jones
1326,00-0033879,2,1.0,,,19.0,,,,TB,35,18,0.02857142857142857,,O.Howard
1327,00-0031273,2,1.0,,,7.0,,,,TB,35,18,0.02857142857142857,,C.Brate
1328,00-0036427,2,2.0,,,2.0,,,,TB,35,18,0.05714285714285714,,T.Johnson
1329,00-0030456,2,2.0,,,0.5,,,,TB,35,18,0.05714285714285714,,G.Bernard
1330,00-0034816,2,3.0,,,0.3333333333333333,6.0,,4.5,TB,35,18,0.08571428571428572,0.3333333333333333,R.Jones
1331,00-0027793,2,3.0,,,21.0,,,,TB,35,18,0.08571428571428572,,A.Brown
1332,00-0033856,2,4.0,,,-1.5,11.0,1.0,4.7272727272727275,TB,35,18,0.11428571428571428,0.6111111111111112,L.Fournette
1333,00-0027656,2,5.0,1.0,,9.4,,,,TB,35,18,0.14285714285714285,,R.Gronkowski
1334,00-0033921,2,5.0,,,10.6,,,,TB,35,18,0.14285714285714285,,C.Godwin
1335,00-0031408,2,9.0,2.0,1.0,17.88888888888889,,,,TB,35,18,0.2571428571428571,,M.Evans
1336,00-0019596,2,,,,,1.0,1.0,6.0,TB,35,18,,0.05555555555555555,T.Brady
1337,00-0032980,6,1.0,,,12.0,,,,TEN,25,21,0.04,,M.Johnson
1338,00-0033455,6,1.0,,,2.0,,,,TEN,25,21,0.04,,A.Firkser
1339,00-0032355,6,1.0,,,-2.0,,,,TEN,25,21,0.04,,C.Rogers
1340,00-0032141,6,2.0,,,2.5,,,,TEN,25,21,0.08,,G.Swaim
1341,00-0036182,6,3.0,,,5.333333333333333,,,,TEN,25,21,0.12,,N.Westbrook-Ikhine
1342,00-0032764,6,3.0,,,-4.0,20.0,1.0,7.15,TEN,25,21,0.12,0.9523809523809523,D.Henry
1343,00-0027944,6,5.0,,1.0,16.8,,,,TEN,25,21,0.2,,J.Jones
1344,00-0035676,6,9.0,1.0,,9.555555555555555,,,,TEN,25,21,0.36,,A.Brown
1345,00-0029701,6,,,,,1.0,1.0,4.0,TEN,25,21,,0.047619047619047616,R.Tannehill
1346,00-0033854,8,1.0,,,3.0,2.0,,4.5,JAX,52,18,0.019230769230769232,0.1111111111111111,D.Ogunbowale
1347,00-0036887,8,2.0,,,2.5,,,,JAX,52,18,0.038461538461538464,,L.Farrell
1348,00-0035831,8,2.0,,,-2.0,4.0,,5.5,JAX,52,18,0.038461538461538464,0.2222222222222222,J.Robinson
1349,00-0035457,8,2.0,,,15.5,,,,JAX,52,18,0.038461538461538464,,T.Johnson
1350,00-0030525,8,3.0,,1.0,14.333333333333334,,,,JAX,52,18,0.057692307692307696,,T.Austin
1351,00-0036268,8,4.0,,,4.75,1.0,,8.0,JAX,52,18,0.07692307692307693,0.05555555555555555,L.Shenault
1352,00-0031045,8,8.0,,,-0.25,9.0,,3.5555555555555554,JAX,52,18,0.15384615384615385,0.5,C.Hyde
1353,00-0029293,8,8.0,1.0,,7.875,,,,JAX,52,18,0.15384615384615385,,M.Jones
1354,00-0033572,8,12.0,2.0,1.0,6.083333333333333,,,,JAX,52,18,0.23076923076923078,,J.Agnew
1355,00-0036971,8,,,,,2.0,,6.0,JAX,52,18,,0.1111111111111111,T.Lawrence
1356,00-0033854,5,1.0,,,2.0,,,,JAX,34,31,0.029411764705882353,,D.Ogunbowale
1357,00-0033387,5,1.0,1.0,,1.0,,,,JAX,34,31,0.029411764705882353,,J.Hollister
1358,00-0036887,5,1.0,,,4.0,,,,JAX,34,31,0.029411764705882353,,L.Farrell
1359,00-0035831,5,1.0,,,-5.0,18.0,5.0,8.277777777777779,JAX,34,31,0.029411764705882353,0.5806451612903226,J.Robinson
1360,00-0036268,5,3.0,2.0,,9.666666666666666,,,,JAX,34,31,0.08823529411764706,,L.Shenault
1361,00-0030525,5,5.0,,,8.0,,,,JAX,34,31,0.14705882352941177,,T.Austin
1362,00-0029293,5,6.0,2.0,1.0,15.166666666666666,,,,JAX,34,31,0.17647058823529413,,M.Jones
1363,00-0033572,5,8.0,1.0,,3.7142857142857144,1.0,,8.0,JAX,34,31,0.23529411764705882,0.03225806451612903,J.Agnew
1364,00-0031045,5,,,,,5.0,2.0,2.6,JAX,34,31,,0.16129032258064516,C.Hyde
1365,00-0036971,5,,,,,7.0,2.0,4.0,JAX,34,31,,0.22580645161290322,T.Lawrence
1366,00-0033553,6,1.0,,,-1.0,16.0,1.0,4.4375,ARI,28,34,0.03571428571428571,0.47058823529411764,J.Conner
1367,00-0033258,6,1.0,,,0.0,,,,ARI,28,34,0.03571428571428571,,D.Daniels
1368,00-0030564,6,4.0,1.0,,12.25,,,,ARI,28,34,0.14285714285714285,,D.Hopkins
1369,00-0036936,6,4.0,,,0.0,3.0,,3.3333333333333335,ARI,28,34,0.14285714285714285,0.08823529411764706,R.Moore
1370,00-0034681,6,4.0,,,-2.0,4.0,1.0,11.5,ARI,28,34,0.14285714285714285,0.11764705882352941,C.Edmonds
1371,00-0027942,6,6.0,,1.0,16.333333333333332,,,,ARI,28,34,0.21428571428571427,,A.Green
1372,00-0034775,6,8.0,,,14.125,,,,ARI,28,34,0.2857142857142857,,C.Kirk
1373,00-0035924,6,,,,,4.0,,3.5,ARI,28,34,,0.11764705882352941,J.Ward
1374,00-0035228,6,,,,,7.0,1.0,0.8571428571428571,ARI,28,34,,0.20588235294117646,K.Murray
1375,00-0033553,3,1.0,,,2.0,11.0,2.0,3.909090909090909,ARI,34,30,0.029411764705882353,0.36666666666666664,J.Conner
1376,00-0036936,3,2.0,,,-5.0,1.0,1.0,3.0,ARI,34,30,0.058823529411764705,0.03333333333333333,R.Moore
1377,00-0031558,3,3.0,,,4.0,,,,ARI,34,30,0.08823529411764706,,M.Williams
1378,00-0027942,3,6.0,,1.0,17.666666666666668,,,,ARI,34,30,0.17647058823529413,,A.Green
1379,00-0030564,3,6.0,,,6.0,,,,ARI,34,30,0.17647058823529413,,D.Hopkins
1380,00-0034775,3,8.0,,1.0,13.75,,,,ARI,34,30,0.23529411764705882,,C.Kirk
1381,00-0034681,3,8.0,,,0.75,11.0,1.0,2.3636363636363638,ARI,34,30,0.23529411764705882,0.36666666666666664,C.Edmonds
1382,00-0035228,3,,,,,7.0,2.0,2.7142857142857144,ARI,34,30,,0.23333333333333334,K.Murray
1383,00-0033110,2,1.0,,,5.0,,,,LA,29,29,0.034482758620689655,,T.Higbee
1384,00-0036415,2,3.0,,,11.333333333333334,,,,LA,29,29,0.10344827586206896,,V.Jefferson
1385,00-0035664,2,5.0,,,-1.0,13.0,2.0,4.076923076923077,LA,29,29,0.1724137931034483,0.4482758620689655,D.Henderson
1386,00-0030431,2,9.0,,,10.555555555555555,2.0,,3.0,LA,29,29,0.3103448275862069,0.06896551724137931,R.Woods
1387,00-0033908,2,11.0,1.0,,8.272727272727273,1.0,,-5.0,LA,29,29,0.3793103448275862,0.034482758620689655,C.Kupp
1388,00-0028872,2,,,,,1.0,,0.0,LA,29,29,,0.034482758620689655,J.Hekker
1389,00-0026498,2,,,,,2.0,,0.5,LA,29,29,,0.06896551724137931,M.Stafford
1390,00-0034845,2,,,,,10.0,,4.6,LA,29,29,,0.3448275862068966,S.Michel
1391,00-0033439,2,1.0,,,4.0,,,,HOU,28,28,0.03571428571428571,,P.Brown
1392,00-0034109,2,1.0,,,-4.0,5.0,,0.4,HOU,28,28,0.03571428571428571,0.17857142857142858,P.Lindsay
1393,00-0026035,2,1.0,,,4.0,,,,HOU,28,28,0.03571428571428571,,D.Amendola
1394,00-0036554,2,1.0,,,11.0,,,,HOU,28,28,0.03571428571428571,,N.Collins
1395,00-0034364,2,2.0,,,12.0,,,,HOU,28,28,0.07142857142857142,,J.Akins
1396,00-0027966,2,2.0,,,3.0,14.0,3.0,2.9285714285714284,HOU,28,28,0.07142857142857142,0.5,M.Ingram
1397,00-0027691,2,2.0,,,14.5,,,,HOU,28,28,0.07142857142857142,,A.Roberts
1398,00-0032128,2,2.0,,,6.0,,,,HOU,28,28,0.07142857142857142,,C.Conley
1399,00-0032187,2,2.0,,,-3.0,6.0,,4.166666666666667,HOU,28,28,0.07142857142857142,0.21428571428571427,D.Johnson
1400,00-0031236,2,14.0,1.0,2.0,12.214285714285714,,,,HOU,28,28,0.5,,B.Cooks
1401,00-0028118,2,,,,,1.0,,15.0,HOU,28,28,,0.03571428571428571,Ty.Taylor
1402,00-0036898,2,,,,,2.0,,-0.5,HOU,28,28,,0.07142857142857142,D.Mills
1403,00-0033421,5,1.0,,,11.0,,,,HOU,27,24,0.037037037037037035,,A.Auclair
1404,00-0034364,5,2.0,,,2.5,,,,HOU,27,24,0.07407407407407407,,J.Akins
1405,00-0032128,5,4.0,,1.0,19.0,,,,HOU,27,24,0.14814814814814814,,C.Conley
1406,00-0033439,5,4.0,,,2.5,,,,HOU,27,24,0.14814814814814814,,P.Brown
1407,00-0031236,5,5.0,,1.0,11.2,,,,HOU,27,24,0.18518518518518517,,B.Cooks
1408,00-0032398,5,5.0,,,7.2,,,,HOU,27,24,0.18518518518518517,,C.Moore
1409,00-0032187,5,6.0,,1.0,7.333333333333333,2.0,,2.5,HOU,27,24,0.2222222222222222,0.08333333333333333,D.Johnson
1410,00-0036898,5,,,,,1.0,,2.0,HOU,27,24,,0.041666666666666664,D.Mills
1411,00-0034109,5,,,,,5.0,,3.8,HOU,27,24,,0.20833333333333334,P.Lindsay
1412,00-0027966,5,,,,,16.0,1.0,2.5625,HOU,27,24,,0.6666666666666666,M.Ingram
1413,00-0033217,9,1.0,,,3.0,,,,IND,29,29,0.034482758620689655,,M.Alie-Cox
1414,00-0036876,9,1.0,,,2.0,,,,IND,29,29,0.034482758620689655,,K.Granson
1415,00-0036215,9,1.0,1.0,,2.0,,,,IND,29,29,0.034482758620689655,,D.Pinter
1416,00-0036228,9,1.0,,,4.0,,,,IND,29,29,0.034482758620689655,,D.Patmon
1417,00-0035021,9,2.0,,,11.5,,,,IND,29,29,0.06896551724137931,,A.Dulin
1418,00-0036223,9,2.0,,,-1.5,19.0,5.0,9.052631578947368,IND,29,29,0.06896551724137931,0.6551724137931034,J.Taylor
1419,00-0030181,9,2.0,1.0,,9.0,,,,IND,29,29,0.06896551724137931,,J.Doyle
1420,00-0036252,9,6.0,,,4.0,,,,IND,29,29,0.20689655172413793,,M.Pittman
1421,00-0034367,9,6.0,,,3.5,6.0,,12.333333333333334,IND,29,29,0.20689655172413793,0.20689655172413793,N.Hines
1422,00-0033251,9,7.0,,1.0,20.285714285714285,,,,IND,29,29,0.2413793103448276,,Z.Pascal
1423,00-0036879,9,,,,,1.0,1.0,1.0,IND,29,29,,0.034482758620689655,S.Ehlinger
1424,00-0032950,9,,,,,3.0,2.0,4.666666666666667,IND,29,29,,0.10344827586206896,C.Wentz
1425,00-0033246,4,1.0,,,7.0,,,,LA,41,22,0.024390243902439025,,J.Mundt
1426,00-0026189,4,3.0,,1.0,21.333333333333332,,,,LA,41,22,0.07317073170731707,,D.Jackson
1427,00-0036415,4,6.0,,,11.5,,,,LA,41,22,0.14634146341463414,,V.Jefferson
1428,00-0030431,4,6.0,1.0,,10.333333333333334,,,,LA,41,22,0.14634146341463414,,R.Woods
1429,00-0035664,4,6.0,,,-1.3333333333333333,14.0,1.0,6.357142857142857,LA,41,22,0.14634146341463414,0.6363636363636364,D.Henderson
1430,00-0033110,4,6.0,1.0,,7.666666666666667,,,,LA,41,22,0.14634146341463414,,T.Higbee
1431,00-0033908,4,13.0,2.0,1.0,8.76923076923077,,,,LA,41,22,0.3170731707317073,,C.Kupp
1432,00-0034845,4,,,,,3.0,,3.6666666666666665,LA,41,22,,0.13636363636363635,S.Michel
1433,00-0026498,4,,,,,5.0,2.0,4.4,LA,41,22,,0.22727272727272727,M.Stafford
1434,00-0033367,1,1.0,1.0,,6.0,,,,NYG,36,19,0.027777777777777776,,C.Board
1435,00-0032972,1,1.0,,,2.0,4.0,,1.75,NYG,36,19,0.027777777777777776,0.21052631578947367,D.Booker
1436,00-0032813,1,1.0,,,1.0,,,,NYG,36,19,0.027777777777777776,,E.Penny
1437,00-0036569,1,1.0,,,1.0,,,,NYG,36,19,0.027777777777777776,,G.Brightwell
1438,00-0036913,1,2.0,,,-5.0,,,,NYG,36,19,0.05555555555555555,,K.Toney
1439,00-0034844,1,3.0,1.0,,1.6666666666666667,10.0,1.0,2.6,NYG,36,19,0.08333333333333333,0.5263157894736842,S.Barkley
1440,00-0027981,1,5.0,1.0,,6.8,,,,NYG,36,19,0.1388888888888889,,K.Rudolph
1441,00-0033932,1,6.0,1.0,,15.0,,,,NYG,36,19,0.16666666666666666,,K.Golladay
1442,00-0035535,1,7.0,,1.0,11.857142857142858,,,,NYG,36,19,0.19444444444444445,,D.Slayton
1443,00-0032385,1,9.0,,,10.444444444444445,,,,NYG,36,19,0.25,,S.Shepard
1444,00-0035710,1,,,,,5.0,1.0,5.6,NYG,36,19,,0.2631578947368421,D.Jones
1445,00-0033338,2,1.0,,,7.0,,,,MIA,42,19,0.023809523809523808,,C.Carter
1446,00-0032791,2,1.0,,,5.0,,,,MIA,42,19,0.023809523809523808,,J.Grant
1447,00-0036020,2,3.0,,,2.3333333333333335,6.0,,2.8333333333333335,MIA,42,19,0.07142857142857142,0.3157894736842105,S.Ahmed
1448,00-0035350,2,3.0,,,-0.3333333333333333,,,,MIA,42,19,0.07142857142857142,,P.Williams
1449,00-0035311,2,5.0,,,-1.8,5.0,,5.0,MIA,42,19,0.11904761904761904,0.2631578947368421,M.Gaskin
1450,00-0030669,2,6.0,,,3.3333333333333335,,,,MIA,42,19,0.14285714285714285,,A.Wilson
1451,00-0034829,2,6.0,,,10.666666666666666,,,,MIA,42,19,0.14285714285714285,,M.Gesicki
1452,00-0036613,2,8.0,,,2.375,,,,MIA,42,19,0.19047619047619047,,J.Waddle
1453,00-0031547,2,9.0,,1.0,10.444444444444445,,,,MIA,42,19,0.21428571428571427,,D.Parker
1454,00-0033119,2,,,,,3.0,,3.0,MIA,42,19,,0.15789473684210525,J.Brissett
1455,00-0031806,2,,,,,5.0,,4.2,MIA,42,19,,0.2631578947368421,M.Brown
1456,00-0033296,8,1.0,1.0,,0.0,,,,NO,35,31,0.02857142857142857,,A.Armah
1457,00-0031545,8,1.0,,,29.0,,,,NO,35,31,0.02857142857142857,,K.White
1458,00-0036040,8,1.0,,,26.0,,,,NO,35,31,0.02857142857142857,,J.Johnson
1459,00-0032200,8,2.0,,,0.0,,,,NO,35,31,0.05714285714285714,,T.Montgomery
1460,00-0034765,8,3.0,1.0,,7.0,,,,NO,35,31,0.08571428571428572,,T.Smith
1461,00-0033095,8,3.0,,,3.0,,,,NO,35,31,0.08571428571428572,,G.Griffin
1462,00-0033906,8,4.0,2.0,,2.5,19.0,5.0,3.210526315789474,NO,35,31,0.11428571428571428,0.6129032258064516,A.Kamara
1463,00-0036219,8,5.0,,,10.2,,,,NO,35,31,0.14285714285714285,,M.Callaway
1464,00-0036422,8,6.0,2.0,,3.8333333333333335,,,,NO,35,31,0.17142857142857143,,A.Trautman
1465,00-0035215,8,7.0,,,3.857142857142857,1.0,,22.0,NO,35,31,0.2,0.03225806451612903,D.Harris
1466,00-0032156,8,,,,,1.0,,3.0,NO,35,31,,0.03225806451612903,T.Siemian
1467,00-0031503,8,,,,,4.0,,10.0,NO,35,31,,0.12903225806451613,J.Winston
1468,00-0033455,9,1.0,,,-1.0,,,,TEN,26,25,0.038461538461538464,,A.Firkser
1469,00-0032355,9,1.0,,,2.0,,,,TEN,26,25,0.038461538461538464,,C.Rogers
1470,00-0036182,9,1.0,,,8.0,,,,TEN,26,25,0.038461538461538464,,N.Westbrook-Ikhine
1471,00-0025394,9,1.0,,,-4.0,10.0,2.0,2.1,TEN,26,25,0.038461538461538464,0.4,A.Peterson
1472,00-0033955,9,3.0,,,-3.3333333333333335,7.0,2.0,3.4285714285714284,TEN,26,25,0.11538461538461539,0.28,J.McNichols
1473,00-0032141,9,4.0,1.0,,1.0,,,,TEN,26,25,0.15384615384615385,,G.Swaim
1474,00-0027944,9,4.0,,,3.5,,,,TEN,26,25,0.15384615384615385,,J.Jones
1475,00-0035676,9,11.0,1.0,,7.636363636363637,,,,TEN,26,25,0.4230769230769231,,A.Brown
1476,00-0032980,9,,,,,1.0,,-7.0,TEN,26,25,,0.04,M.Johnson
1477,00-0029701,9,,,,,2.0,2.0,1.5,TEN,26,25,,0.08,R.Tannehill
1478,00-0033925,9,,,,,5.0,1.0,5.8,TEN,26,25,,0.2,D.Foreman
1479,00-0033526,7,1.0,,,4.0,11.0,,4.7272727272727275,CIN,36,24,0.027777777777777776,0.4583333333333333,S.Perine
1480,00-0032134,7,3.0,,1.0,16.666666666666668,,,,CIN,36,24,0.08333333333333333,,C.Uzomah
1481,00-0033009,7,7.0,,,6.285714285714286,,,,CIN,36,24,0.19444444444444445,,T.Boyd
1482,00-0036900,7,10.0,,,11.7,,,,CIN,36,24,0.2777777777777778,,J.Chase
1483,00-0036410,7,15.0,,,11.933333333333334,,,,CIN,36,24,0.4166666666666667,,T.Higgins
1484,00-0036442,7,,,,,1.0,,0.0,CIN,36,24,,0.041666666666666664,J.Burrow
1485,00-0033897,7,,,,,12.0,,4.916666666666667,CIN,36,24,,0.5,J.Mixon
1486,00-0033526,2,1.0,,,0.0,,,,CIN,29,20,0.034482758620689655,,S.Perine
1487,00-0036857,2,1.0,,,4.0,,,,CIN,29,20,0.034482758620689655,,C.Evans
1488,00-0033897,2,2.0,,,0.0,20.0,,3.45,CIN,29,20,0.06896551724137931,1.0,J.Mixon
1489,00-0032134,2,2.0,,,-0.5,,,,CIN,29,20,0.06896551724137931,,C.Uzomah
1490,00-0036900,2,4.0,,2.0,20.5,,,,CIN,29,20,0.13793103448275862,,J.Chase
1491,00-0033009,2,9.0,,,4.444444444444445,,,,CIN,29,20,0.3103448275862069,,T.Boyd
1492,00-0036410,2,10.0,1.0,1.0,9.7,,,,CIN,29,20,0.3448275862068966,,T.Higgins
1493,00-0033526,1,1.0,,,-3.0,5.0,,4.4,CIN,26,36,0.038461538461538464,0.1388888888888889,S.Perine
1494,00-0032134,1,2.0,,,7.5,,,,CIN,26,36,0.07692307692307693,,C.Uzomah
1495,00-0033114,1,3.0,,,9.333333333333334,,,,CIN,26,36,0.11538461538461539,,M.Thomas
1496,00-0033897,1,4.0,,,0.25,29.0,2.0,4.379310344827586,CIN,26,36,0.15384615384615385,0.8055555555555556,J.Mixon
1497,00-0033009,1,4.0,,,6.0,,,,CIN,26,36,0.15384615384615385,,T.Boyd
1498,00-0036410,1,5.0,1.0,,8.2,,,,CIN,26,36,0.19230769230769232,,T.Higgins
1499,00-0036900,1,7.0,,2.0,16.285714285714285,1.0,,-2.0,CIN,26,36,0.2692307692307692,0.027777777777777776,J.Chase
1500,00-0036442,1,,,,,1.0,,2.0,CIN,26,36,,0.027777777777777776,J.Burrow
1501,00-0033481,7,1.0,,,5.0,,,,KC,48,12,0.020833333333333332,,M.Kemp
1502,00-0029664,7,1.0,,,21.0,,,,KC,48,12,0.020833333333333332,,J.Gordon
1503,00-0036637,7,1.0,,,3.0,,,,KC,48,12,0.020833333333333332,,N.Gray
1504,00-0035715,7,1.0,,,-1.0,,,,KC,48,12,0.020833333333333332,,D.Gore
1505,00-0031376,7,4.0,,,-0.75,,,,KC,48,12,0.08333333333333333,,J.McKinnon
1506,00-0032775,7,4.0,,,5.5,,,,KC,48,12,0.08333333333333333,,D.Robinson
1507,00-0034301,7,4.0,,,-0.5,5.0,,4.0,KC,48,12,0.08333333333333333,0.4166666666666667,Da.Williams
1508,00-0035140,7,5.0,,,2.2,,,,KC,48,12,0.10416666666666667,,M.Hardman
1509,00-0034297,7,6.0,,1.0,20.166666666666668,,,,KC,48,12,0.125,,B.Pringle
1510,00-0033040,7,9.0,,,7.111111111111111,1.0,,18.0,KC,48,12,0.1875,0.08333333333333333,T.Hill
1511,00-0030506,7,12.0,,,9.166666666666666,,,,KC,48,12,0.25,,T.Kelce
1512,00-0026197,7,,,,,1.0,,4.0,KC,48,12,,0.08333333333333333,C.Henne
1513,00-0033873,7,,,,,5.0,,7.2,KC,48,12,,0.4166666666666667,P.Mahomes
1514,00-0033114,9,1.0,,,16.0,,,,CIN,41,24,0.024390243902439025,,M.Thomas
1515,00-0036857,9,1.0,,,5.0,,,,CIN,41,24,0.024390243902439025,,C.Evans
1516,00-0033009,9,2.0,,,16.0,,,,CIN,41,24,0.04878048780487805,,T.Boyd
1517,00-0035631,9,3.0,,,1.6666666666666667,,,,CIN,41,24,0.07317073170731707,,D.Sample
1518,00-0033526,9,3.0,,,0.6666666666666666,5.0,,4.0,CIN,41,24,0.07317073170731707,0.20833333333333334,S.Perine
1519,00-0033897,9,5.0,,,-2.2,14.0,2.0,4.923076923076923,CIN,41,24,0.12195121951219512,0.5833333333333334,J.Mixon
1520,00-0032134,9,5.0,1.0,,3.8,,,,CIN,41,24,0.12195121951219512,,C.Uzomah
1521,00-0036410,9,8.0,,1.0,16.125,,,,CIN,41,24,0.1951219512195122,,T.Higgins
1522,00-0036900,9,13.0,1.0,2.0,13.23076923076923,2.0,1.0,0.0,CIN,41,24,0.3170731707317073,0.08333333333333333,J.Chase
1523,00-0032434,9,,,,,1.0,,0.0,CIN,41,24,,0.041666666666666664,B.Allen
1524,00-0036442,9,,,,,2.0,,0.5,CIN,41,24,,0.08333333333333333,J.Burrow
1525,00-0033471,5,1.0,,,3.0,,,,MIA,39,9,0.02564102564102564,,I.Ford
1526,00-0033896,5,2.0,,,5.0,,,,MIA,39,9,0.05128205128205128,,A.Shaheen
1527,00-0033555,5,2.0,,,10.0,,,,MIA,39,9,0.05128205128205128,,M.Hollins
1528,00-0034798,5,3.0,1.0,,6.666666666666667,,,,MIA,39,9,0.07692307692307693,,D.Smythe
1529,00-0036020,5,3.0,,,1.3333333333333333,2.0,,2.5,MIA,39,9,0.07692307692307693,0.2222222222222222,S.Ahmed
1530,00-0035350,5,5.0,,1.0,17.6,1.0,,7.0,MIA,39,9,0.1282051282051282,0.1111111111111111,P.Williams
1531,00-0036613,5,6.0,1.0,,4.833333333333333,1.0,,2.0,MIA,39,9,0.15384615384615385,0.1111111111111111,J.Waddle
1532,00-0034829,5,7.0,,1.0,10.142857142857142,,,,MIA,39,9,0.1794871794871795,,M.Gesicki
1533,00-0035311,5,10.0,1.0,,0.5,5.0,2.0,5.0,MIA,39,9,0.2564102564102564,0.5555555555555556,M.Gaskin
1534,00-0032956,1,1.0,,,4.0,,,,CLE,27,27,0.037037037037037035,,A.Janovich
