,player_id,week,targets_wk,red_zone_targets_wk,deep_targets_wk,air_yards_per_target_wk,carries_wk,red_zone_carries_wk,yards_per_carry_wk,team,targets_wk_team,carries_wk_team,target_percentage_wk,carry_percentage_wk,player_name
580,00-0030035,4,8.0,,1.0,15.5,,,,MIN,36,22,0.2222222222222222,,A.Thielen
581,00-0032918,4,,,,,1.0,1.0,1.0,MIN,36,22,,0.045454545454545456,C.Ham
582,00-0029604,4,,,,,1.0,1.0,1.0,MIN,36,22,,0.045454545454545456,K.Cousins
583,00-0034972,4,,,,,10.0,,2.0,MIN,36,22,,0.45454545454545453,A.Mattison
584,00-0034816,8,1.0,,,-2.0,3.0,,4.333333333333333,TB,41,15,0.024390243902439025,0.2,R.Jones
585,00-0033215,8,1.0,,1.0,35.0,,,,TB,41,15,0.024390243902439025,,C.Grayson
586,00-0030456,8,1.0,1.0,,2.0,2.0,,15.0,TB,41,15,0.024390243902439025,0.13333333333333333,G.Bernard
587,00-0027656,8,1.0,,,11.0,,,,TB,41,15,0.024390243902439025,,R.Gronkowski
588,00-0036877,8,3.0,,,-1.0,,,,TB,41,15,0.07317073170731707,,J.Darden
589,00-0033879,8,3.0,,,5.666666666666667,,,,TB,41,15,0.07317073170731707,,O.Howard
590,00-0031273,8,4.0,,,8.0,,,,TB,41,15,0.0975609756097561,,C.Brate
591,00-0031408,8,4.0,,3.0,28.5,,,,TB,41,15,0.0975609756097561,,M.Evans
592,00-0033856,8,5.0,,,1.6,8.0,,3.25,TB,41,15,0.12195121951219512,0.5333333333333333,L.Fournette
593,00-0036427,8,6.0,,,10.166666666666666,,,,TB,41,15,0.14634146341463414,,T.Johnson
594,00-0033921,8,12.0,,,5.416666666666667,1.0,1.0,,TB,41,15,0.2926829268292683,0.06666666666666667,C.Godwin
595,00-0019596,8,,,,,1.0,,2.0,TB,41,15,,0.06666666666666667,T.Brady
596,00-0034816,6,1.0,,,-4.0,5.0,,4.0,TB,42,28,0.023809523809523808,0.17857142857142858,R.Jones
597,00-0030456,6,2.0,,,-3.0,,,,TB,42,28,0.047619047619047616,,G.Bernard
598,00-0031408,6,4.0,,1.0,19.0,,,,TB,42,28,0.09523809523809523,,M.Evans
599,00-0031273,6,4.0,,,4.5,,,,TB,42,28,0.09523809523809523,,C.Brate
600,00-0033921,6,5.0,1.0,,4.8,,,,TB,42,28,0.11904761904761904,,C.Godwin
601,00-0033856,6,6.0,,,0.16666666666666666,22.0,6.0,3.6818181818181817,TB,42,28,0.14285714285714285,0.7857142857142857,L.Fournette
602,00-0033879,6,7.0,1.0,,3.857142857142857,,,,TB,42,28,0.16666666666666666,,O.Howard
603,00-0027793,6,13.0,,1.0,11.307692307692308,,,,TB,42,28,0.30952380952380953,,A.Brown
604,00-0019596,6,,,,,1.0,1.0,3.0,TB,42,28,,0.03571428571428571,T.Brady
605,00-0034816,5,1.0,,,-1.0,5.0,,4.2,TB,42,22,0.023809523809523808,0.22727272727272727,R.Jones
606,00-0031273,5,1.0,,,10.0,,,,TB,42,22,0.023809523809523808,,C.Brate
607,00-0030456,5,2.0,1.0,,0.0,4.0,,5.25,TB,42,22,0.047619047619047616,0.18181818181818182,G.Bernard
608,00-0036427,5,3.0,,,9.0,,,,TB,42,22,0.07142857142857142,,T.Johnson
609,00-0033879,5,3.0,,,8.333333333333334,,,,TB,42,22,0.07142857142857142,,O.Howard
610,00-0033856,5,5.0,,,7.8,12.0,2.0,5.583333333333333,TB,42,22,0.11904761904761904,0.5454545454545454,L.Fournette
611,00-0027793,5,8.0,1.0,1.0,10.5,,,,TB,42,22,0.19047619047619047,,A.Brown
612,00-0031408,5,8.0,,2.0,20.625,,,,TB,42,22,0.19047619047619047,,M.Evans
613,00-0033921,5,11.0,2.0,1.0,9.090909090909092,,,,TB,42,22,0.2619047619047619,,C.Godwin
614,00-0019596,5,,,,,1.0,,13.0,TB,42,22,,0.045454545454545456,T.Brady
615,00-0034799,5,1.0,,,-1.0,4.0,,0.0,PIT,25,34,0.04,0.11764705882352941,K.Ballage
616,00-0035217,5,1.0,,,3.0,5.0,,4.0,PIT,25,34,0.04,0.14705882352941177,B.Snell
617,00-0033857,5,1.0,,,11.0,2.0,,3.0,PIT,25,34,0.04,0.058823529411764705,J.Smith-Schuster
618,00-0035891,5,1.0,,,19.0,,,,PIT,25,34,0.04,,C.White
619,00-0036894,5,2.0,,,3.5,,,,PIT,25,34,0.08,,P.Freiermuth
620,00-0035216,5,2.0,,1.0,19.5,,,,PIT,25,34,0.08,,D.Johnson
621,00-0035222,5,2.0,,,-2.0,,,,PIT,25,34,0.08,,Z.Gentry
622,00-0034407,5,2.0,,,11.5,,,,PIT,25,34,0.08,,R.McCloud
623,00-0031387,5,2.0,,,4.0,,,,PIT,25,34,0.08,,E.Ebron
624,00-0036893,5,5.0,,,2.6,23.0,2.0,5.304347826086956,PIT,25,34,0.2,0.6764705882352942,N.Harris
625,00-0036326,5,6.0,,,12.5,,,,PIT,25,34,0.24,,C.Claypool
626,00-0032128,3,1.0,,,16.0,,,,HOU,25,17,0.04,,C.Conley
627,00-0030288,3,1.0,,,1.0,,,,HOU,25,17,0.04,,R.Burkhead
628,00-0027966,3,1.0,,,-2.0,6.0,,3.5,HOU,25,17,0.04,0.35294117647058826,M.Ingram
629,00-0034364,3,5.0,,,4.4,,,,HOU,25,17,0.2,,J.Akins
630,00-0034353,3,6.0,1.0,,4.666666666666667,,,,HOU,25,17,0.24,,A.Miller
631,00-0031236,3,11.0,,1.0,11.363636363636363,1.0,,5.0,HOU,25,17,0.44,0.058823529411764705,B.Cooks
632,00-0036898,3,,,,,1.0,,0.0,HOU,25,17,,0.058823529411764705,D.Mills
633,00-0032187,3,,,,,2.0,,5.5,HOU,25,17,,0.11764705882352941,D.Johnson
634,00-0034109,3,,,,,7.0,,0.7142857142857143,HOU,25,17,,0.4117647058823529,P.Lindsay
635,00-0032128,4,1.0,,,19.0,,,,HOU,20,18,0.05,,C.Conley
636,00-0034364,4,1.0,,,5.0,1.0,,3.0,HOU,20,18,0.05,0.05555555555555555,J.Akins
637,00-0033439,4,2.0,,,4.5,,,,HOU,20,18,0.1,,P.Brown
638,00-0032187,4,4.0,1.0,,1.25,5.0,1.0,4.2,HOU,20,18,0.2,0.2777777777777778,D.Johnson
639,00-0034353,4,5.0,,1.0,9.2,,,,HOU,20,18,0.25,,A.Miller
640,00-0031236,4,7.0,,1.0,13.0,,,,HOU,20,18,0.35,,B.Cooks
641,00-0036898,4,,,,,1.0,,2.0,HOU,20,18,,0.05555555555555555,D.Mills
642,00-0030288,4,,,,,1.0,,-1.0,HOU,20,18,,0.05555555555555555,R.Burkhead
643,00-0034109,4,,,,,4.0,,-0.25,HOU,20,18,,0.2222222222222222,P.Lindsay
644,00-0027966,4,,,,,6.0,1.0,4.0,HOU,20,18,,0.3333333333333333,M.Ingram
645,00-0034798,3,1.0,,,-3.0,,,,MIA,48,27,0.020833333333333332,,D.Smythe
646,00-0031806,3,2.0,,,-2.0,7.0,2.0,4.428571428571429,MIA,48,27,0.041666666666666664,0.25925925925925924,M.Brown
647,00-0035311,3,6.0,,,-1.1666666666666667,13.0,,5.0,MIA,48,27,0.125,0.48148148148148145,M.Gaskin
648,00-0033127,3,7.0,1.0,2.0,20.166666666666668,,,,MIA,48,27,0.14583333333333334,,W.Fuller
649,00-0031547,3,7.0,,2.0,17.285714285714285,,,,MIA,48,27,0.14583333333333334,,D.Parker
650,00-0034829,3,12.0,,,8.166666666666666,,,,MIA,48,27,0.25,,M.Gesicki
651,00-0036613,3,13.0,,,3.076923076923077,,,,MIA,48,27,0.2708333333333333,,J.Waddle
652,00-0033119,3,,,,,7.0,2.0,5.285714285714286,MIA,48,27,,0.25925925925925924,J.Brissett
653,00-0034791,8,1.0,,,4.0,16.0,1.0,3.8125,CLE,31,23,0.03225806451612903,0.6956521739130435,N.Chubb
654,00-0036654,8,1.0,,,-4.0,1.0,,3.0,CLE,31,23,0.03225806451612903,0.043478260869565216,D.Felton
655,00-0031235,8,1.0,,,-2.0,,,,CLE,31,23,0.03225806451612903,,O.Beckham
656,00-0036232,8,2.0,,,9.5,,,,CLE,31,23,0.06451612903225806,,H.Bryant
657,00-0035628,8,3.0,,,1.0,4.0,2.0,5.5,CLE,31,23,0.0967741935483871,0.17391304347826086,D.Johnson
658,00-0033885,8,3.0,,,8.0,,,,CLE,31,23,0.0967741935483871,,D.Njoku
659,00-0032977,8,4.0,,,8.25,,,,CLE,31,23,0.12903225806451613,,R.Higgins
660,00-0032392,8,6.0,1.0,,4.833333333333333,,,,CLE,31,23,0.1935483870967742,,A.Hooper
661,00-0031382,8,10.0,,1.0,12.7,1.0,,5.0,CLE,31,23,0.3225806451612903,0.043478260869565216,J.Landry
662,00-0034855,8,,,,,1.0,,5.0,CLE,31,23,,0.043478260869565216,B.Mayfield
663,00-0034791,5,1.0,,,-2.0,21.0,3.0,7.666666666666667,CLE,30,35,0.03333333333333333,0.6,N.Chubb
664,00-0032392,5,1.0,1.0,,,,,,CLE,30,35,0.03333333333333333,,A.Hooper
665,00-0036999,5,1.0,,1.0,37.0,,,,CLE,30,35,0.03333333333333333,,A.Schwartz
666,00-0031235,5,3.0,,,6.666666666666667,,,,CLE,30,35,0.1,,O.Beckham
667,00-0032977,5,5.0,1.0,1.0,17.4,,,,CLE,30,35,0.16666666666666666,,R.Higgins
668,00-0036233,5,6.0,,1.0,13.666666666666666,,,,CLE,30,35,0.2,,D.Peoples-Jones
669,00-0033923,5,6.0,,,-0.5,12.0,2.0,5.083333333333333,CLE,30,35,0.2,0.34285714285714286,K.Hunt
670,00-0033885,5,7.0,,,6.0,,,,CLE,30,35,0.23333333333333334,,D.Njoku
671,00-0034855,5,,,,,2.0,,4.0,CLE,30,35,,0.05714285714285714,B.Mayfield
672,00-0034791,2,1.0,,,-5.0,11.0,1.0,8.636363636363637,CLE,21,31,0.047619047619047616,0.3548387096774194,N.Chubb
673,00-0031382,2,1.0,,,-2.0,,,,CLE,21,31,0.047619047619047616,,J.Landry
674,00-0033923,2,1.0,,,2.0,13.0,,3.923076923076923,CLE,21,31,0.047619047619047616,0.41935483870967744,K.Hunt
675,00-0036233,2,1.0,,,15.0,,,,CLE,21,31,0.047619047619047616,,D.Peoples-Jones
676,00-0036999,2,1.0,,,16.0,,,,CLE,21,31,0.047619047619047616,,A.Schwartz
677,00-0036654,2,2.0,,,-1.5,,,,CLE,21,31,0.09523809523809523,,D.Felton
678,00-0032977,2,2.0,,,12.0,,,,CLE,21,31,0.09523809523809523,,R.Higgins
679,00-0033885,2,3.0,,,9.666666666666666,,,,CLE,21,31,0.14285714285714285,,D.Njoku
680,00-0036232,2,4.0,,,9.5,,,,CLE,21,31,0.19047619047619047,,H.Bryant
681,00-0032392,2,5.0,1.0,,3.4,,,,CLE,21,31,0.23809523809523808,,A.Hooper
682,00-0032956,2,,,,,2.0,1.0,0.0,CLE,21,31,,0.06451612903225806,A.Janovich
683,00-0034855,2,,,,,5.0,1.0,2.6,CLE,21,31,,0.16129032258064516,B.Mayfield
684,00-0035022,6,1.0,,,12.0,,,,SEA,31,26,0.03225806451612903,,P.Hart
685,00-0035594,6,1.0,,,2.0,2.0,,13.5,SEA,31,26,0.03225806451612903,0.07692307692307693,T.Homer
686,00-0032426,6,1.0,,,-6.0,20.0,4.0,5.05,SEA,31,26,0.03225806451612903,0.7692307692307693,A.Collins
687,00-0034159,6,2.0,1.0,,1.5,,,,SEA,31,26,0.06451612903225806,,W.Dissly
688,00-0036247,6,3.0,,,-2.3333333333333335,,,,SEA,31,26,0.0967741935483871,,F.Swain
689,00-0033895,6,3.0,,,3.3333333333333335,,,,SEA,31,26,0.0967741935483871,,G.Everett
690,00-0036425,6,5.0,,,1.6,4.0,,4.25,SEA,31,26,0.16129032258064516,0.15384615384615385,D.Dallas
691,00-0032211,6,7.0,,,6.142857142857143,,,,SEA,31,26,0.22580645161290322,,T.Lockett
692,00-0035640,6,7.0,,,5.142857142857143,,,,SEA,31,26,0.22580645161290322,,D.Metcalf
693,00-0035022,7,1.0,,,6.0,,,,SEA,19,27,0.05263157894736842,,P.Hart
694,00-0032426,7,1.0,,,1.0,16.0,,2.1875,SEA,19,27,0.05263157894736842,0.5925925925925926,A.Collins
695,00-0032211,7,3.0,,1.0,15.333333333333334,,,,SEA,19,27,0.15789473684210525,,T.Lockett
696,00-0033895,7,3.0,,,0.6666666666666666,1.0,,12.0,SEA,19,27,0.15789473684210525,0.037037037037037035,G.Everett
697,00-0035640,7,5.0,,,15.6,,,,SEA,19,27,0.2631578947368421,,D.Metcalf
698,00-0036247,7,6.0,,1.0,9.333333333333334,1.0,,8.0,SEA,19,27,0.3157894736842105,0.037037037037037035,F.Swain
699,00-0035594,7,,,,,1.0,,14.0,SEA,19,27,,0.037037037037037035,T.Homer
700,00-0030565,7,,,,,2.0,,6.5,SEA,19,27,,0.07407407407407407,G.Smith
701,00-0034750,7,,,,,6.0,,1.5,SEA,19,27,,0.2222222222222222,R.Penny
702,00-0035544,6,1.0,,,4.0,,,,DET,40,18,0.025,,T.Kennedy
703,00-0033948,6,2.0,,,1.0,4.0,,2.75,DET,40,18,0.05,0.2222222222222222,J.Williams
704,00-0034854,6,4.0,,,8.25,,,,DET,40,18,0.1,,K.Hodge
705,00-0032464,6,7.0,,,5.571428571428571,,,,DET,40,18,0.175,,K.Raymond
706,00-0036275,6,7.0,,,2.5714285714285716,13.0,1.0,1.8461538461538463,DET,40,18,0.175,0.7222222222222222,D.Swift
707,00-0036963,6,8.0,1.0,,9.285714285714286,,,,DET,40,18,0.2,,A.St. Brown
708,00-0035229,6,11.0,,,8.181818181818182,,,,DET,40,18,0.275,,T.Hockenson
709,00-0033106,6,,,,,1.0,,1.0,DET,40,18,,0.05555555555555555,J.Goff
710,00-0035535,9,1.0,,,7.0,,,,NYG,17,30,0.058823529411764705,,D.Slayton
711,00-0036913,9,1.0,,,5.0,1.0,,-2.0,NYG,17,30,0.058823529411764705,0.03333333333333333,K.Toney
712,00-0033932,9,2.0,,,12.5,,,,NYG,17,30,0.11764705882352941,,K.Golladay
713,00-0032813,9,2.0,,,-4.0,5.0,,7.0,NYG,17,30,0.11764705882352941,0.16666666666666666,E.Penny
714,00-0033881,9,3.0,,,11.333333333333334,,,,NYG,17,30,0.17647058823529413,,E.Engram
715,00-0032972,9,3.0,,,-2.3333333333333335,21.0,,4.714285714285714,NYG,17,30,0.17647058823529413,0.7,D.Booker
716,00-0027981,9,5.0,,,2.6,,,,NYG,17,30,0.29411764705882354,,K.Rudolph
717,00-0035710,9,,,,,3.0,,6.0,NYG,17,30,,0.1,D.Jones
718,00-0035510,8,1.0,,,10.0,1.0,,-1.0,NYJ,51,24,0.0196078431372549,0.041666666666666664,J.Smith
719,00-0034401,8,1.0,1.0,,,2.0,,1.5,NYJ,51,24,0.0196078431372549,0.08333333333333333,M.White
720,00-0030108,8,1.0,,,6.0,,,,NYJ,51,24,0.0196078431372549,,R.Griffin
721,00-0034419,8,2.0,1.0,,5.0,,,,NYJ,51,24,0.0392156862745098,,B.Berrios
722,00-0032214,8,2.0,,,9.5,,,,NYJ,51,24,0.0392156862745098,,T.Kroft
723,00-0036255,8,3.0,1.0,,3.0,,,,NYJ,51,24,0.058823529411764705,,D.Mims
724,00-0036980,8,6.0,,,5.666666666666667,1.0,,4.0,NYJ,51,24,0.11764705882352941,0.041666666666666664,E.Moore
725,00-0035537,8,6.0,,,-1.1666666666666667,4.0,,3.75,NYJ,51,24,0.11764705882352941,0.16666666666666666,T.Johnson
726,00-0033681,8,6.0,1.0,,6.8,,,,NYJ,51,24,0.11764705882352941,,K.Cole
727,00-0031941,8,9.0,,,6.111111111111111,,,,NYJ,51,24,0.17647058823529413,,J.Crowder
728,00-0036924,8,14.0,,,0.07142857142857142,15.0,3.0,5.133333333333334,NYJ,51,24,0.27450980392156865,0.625,Mi.Carter
729,00-0036269,8,,,,,1.0,,3.0,NYJ,51,24,,0.041666666666666664,L.Perine
730,00-0035510,3,1.0,,,13.0,,,,NYJ,33,13,0.030303030303030304,,J.Smith
731,00-0030108,3,1.0,,,4.0,,,,NYJ,33,13,0.030303030303030304,,R.Griffin
732,00-0033681,3,2.0,,,14.5,,,,NYJ,33,13,0.06060606060606061,,K.Cole
733,00-0032214,3,2.0,,,5.5,,,,NYJ,33,13,0.06060606060606061,,T.Kroft
734,00-0034419,3,3.0,,,15.333333333333334,,,,NYJ,33,13,0.09090909090909091,,B.Berrios
735,00-0036924,3,3.0,,,-0.3333333333333333,9.0,,2.6666666666666665,NYJ,33,13,0.09090909090909091,0.6923076923076923,Mi.Carter
736,00-0035537,3,5.0,,,6.0,3.0,,5.666666666666667,NYJ,33,13,0.15151515151515152,0.23076923076923078,T.Johnson
737,00-0036980,3,6.0,,,5.0,,,,NYJ,33,13,0.18181818181818182,,E.Moore
738,00-0033871,3,10.0,,1.0,10.8,,,,NYJ,33,13,0.30303030303030304,,C.Davis
739,00-0037013,3,,,,,1.0,,2.0,NYJ,33,13,,0.07692307692307693,Z.Wilson
740,00-0035510,1,1.0,,,12.0,,,,NYJ,37,18,0.02702702702702703,,J.Smith
741,00-0036255,1,1.0,,1.0,30.0,,,,NYJ,37,18,0.02702702702702703,,D.Mims
742,00-0036924,1,2.0,,,0.0,4.0,,1.5,NYJ,37,18,0.05405405405405406,0.2222222222222222,Mi.Carter
743,00-0035537,1,3.0,,,9.666666666666666,4.0,,3.75,NYJ,37,18,0.08108108108108109,0.2222222222222222,T.Johnson
744,00-0032214,1,5.0,,,3.2,,,,NYJ,37,18,0.13513513513513514,,T.Kroft
745,00-0036980,1,5.0,1.0,2.0,23.0,,,,NYJ,37,18,0.13513513513513514,,E.Moore
746,00-0030108,1,6.0,,,4.0,,,,NYJ,37,18,0.16216216216216217,,R.Griffin
747,00-0034419,1,7.0,,,5.571428571428571,,,,NYJ,37,18,0.1891891891891892,,B.Berrios
748,00-0033871,1,7.0,1.0,1.0,16.857142857142858,,,,NYJ,37,18,0.1891891891891892,,C.Davis
749,00-0037013,1,,,,,1.0,1.0,,NYJ,37,18,,0.05555555555555555,Z.Wilson
750,00-0032058,1,,,,,9.0,,2.6666666666666665,NYJ,37,18,,0.5,T.Coleman
751,00-0035457,4,1.0,,1.0,30.0,,,,JAX,22,30,0.045454545454545456,,T.Johnson
752,00-0031484,4,1.0,,,4.0,,,,JAX,22,30,0.045454545454545456,,C.Manhertz
753,00-0033572,4,1.0,,,27.0,1.0,,11.0,JAX,22,30,0.045454545454545456,0.03333333333333333,J.Agnew
754,00-0033387,4,1.0,,,3.0,,,,JAX,22,30,0.045454545454545456,,J.Hollister
755,00-0036887,4,1.0,,,4.0,,,,JAX,22,30,0.045454545454545456,,L.Farrell
756,00-0035831,4,2.0,1.0,,-4.5,18.0,3.0,4.333333333333333,JAX,22,30,0.09090909090909091,0.6,J.Robinson
757,00-0029293,4,3.0,,,6.666666666666667,,,,JAX,22,30,0.13636363636363635,,M.Jones
758,00-0030525,4,3.0,,,7.666666666666667,,,,JAX,22,30,0.13636363636363635,,T.Austin
759,00-0036268,4,7.0,1.0,1.0,13.571428571428571,1.0,,11.0,JAX,22,30,0.3181818181818182,0.03333333333333333,L.Shenault
760,00-0033854,4,,,,,2.0,1.0,1.5,JAX,22,30,,0.06666666666666667,D.Ogunbowale
761,00-0036971,4,,,,,8.0,2.0,4.5,JAX,22,30,,0.26666666666666666,T.Lawrence
762,00-0035414,3,1.0,,1.0,49.0,1.0,,3.0,LAC,36,21,0.027777777777777776,0.047619047619047616,J.Guyton
763,00-0035329,3,1.0,,,12.0,,,,LAC,36,21,0.027777777777777776,,D.Parham
764,00-0036650,3,1.0,,,0.0,4.0,1.0,0.75,LAC,36,21,0.027777777777777776,0.19047619047619047,L.Rountree
765,00-0035908,3,2.0,,,2.0,,,,LAC,36,21,0.05555555555555555,,G.Nabers
766,00-0027061,3,3.0,,,7.0,,,,LAC,36,21,0.08333333333333333,,J.Cook
767,00-0033699,3,6.0,,,-0.3333333333333333,11.0,1.0,5.0,LAC,36,21,0.16666666666666666,0.5238095238095238,A.Ekeler
768,00-0033536,3,10.0,2.0,,9.222222222222221,,,,LAC,36,21,0.2777777777777778,,M.Williams
769,00-0030279,3,12.0,2.0,,4.416666666666667,,,,LAC,36,21,0.3333333333333333,,K.Allen
770,00-0034440,3,,,,,2.0,,0.0,LAC,36,21,,0.09523809523809523,J.Jackson
771,00-0036355,3,,,,,3.0,,5.666666666666667,LAC,36,21,,0.14285714285714285,J.Herbert
772,00-0035359,7,1.0,,,9.0,,,,NYG,33,28,0.030303030303030304,,D.Sills
773,00-0035710,7,1.0,,,13.0,5.0,,6.2,NYG,33,28,0.030303030303030304,0.17857142857142858,D.Jones
774,00-0033460,7,2.0,,,9.5,,,,NYG,33,28,0.06060606060606061,,J.Ross
775,00-0036254,7,2.0,,,6.0,,,,NYG,33,28,0.06060606060606061,,C.Johnson
776,00-0027981,7,2.0,1.0,,0.0,,,,NYG,33,28,0.06060606060606061,,K.Rudolph
777,00-0032972,7,3.0,,,3.0,14.0,3.0,3.642857142857143,NYG,33,28,0.09090909090909091,0.5,D.Booker
778,00-0034860,7,5.0,1.0,,2.6,,,,NYG,33,28,0.15151515151515152,,D.Pettis
779,00-0033881,7,8.0,1.0,,0.375,,,,NYG,33,28,0.24242424242424243,,E.Engram
780,00-0035535,7,9.0,,1.0,14.88888888888889,,,,NYG,33,28,0.2727272727272727,,D.Slayton
781,00-0032813,7,,,,,9.0,,2.6666666666666665,NYG,33,28,,0.32142857142857145,E.Penny
782,00-0035342,8,1.0,,,-1.0,,,,MIA,37,23,0.02702702702702703,,P.Laird
783,00-0033555,8,1.0,,,15.0,,,,MIA,37,23,0.02702702702702703,,M.Hollins
784,00-0033471,8,1.0,,,4.0,,,,MIA,37,23,0.02702702702702703,,I.Ford
785,00-0033896,8,1.0,,,6.0,,,,MIA,37,23,0.02702702702702703,,A.Shaheen
786,00-0036020,8,2.0,,,0.5,7.0,,3.142857142857143,MIA,37,23,0.05405405405405406,0.30434782608695654,S.Ahmed
787,00-0035311,8,4.0,,,2.0,12.0,,3.0,MIA,37,23,0.10810810810810811,0.5217391304347826,M.Gaskin
788,00-0034829,8,5.0,1.0,,8.5,,,,MIA,37,23,0.13513513513513514,,M.Gesicki
789,00-0031547,8,11.0,,,8.818181818181818,,,,MIA,37,23,0.2972972972972973,,D.Parker
790,00-0036613,8,11.0,,,9.090909090909092,,,,MIA,37,23,0.2972972972972973,,J.Waddle
791,00-0036212,8,,,,,4.0,2.0,2.5,MIA,37,23,,0.17391304347826086,T.Tagovailoa
792,00-0035544,8,1.0,,,23.0,,,,DET,33,18,0.030303030303030304,,T.Kennedy
793,00-0032464,8,1.0,,,7.0,,,,DET,33,18,0.030303030303030304,,K.Raymond
794,00-0034854,8,2.0,,,16.5,,,,DET,33,18,0.06060606060606061,,K.Hodge
795,00-0034614,8,3.0,,,2.6666666666666665,3.0,,6.0,DET,33,18,0.09090909090909091,0.16666666666666666,G.Igwebuike
796,00-0036670,8,4.0,,,0.5,2.0,1.0,3.0,DET,33,18,0.12121212121212122,0.1111111111111111,J.Jefferson
797,00-0036963,8,5.0,1.0,,7.6,,,,DET,33,18,0.15151515151515152,,A.St. Brown
798,00-0036275,8,5.0,,,2.4,12.0,,2.25,DET,33,18,0.15151515151515152,0.6666666666666666,D.Swift
799,00-0035229,8,12.0,1.0,,6.0,,,,DET,33,18,0.36363636363636365,,T.Hockenson
800,00-0035040,8,,,,,1.0,,6.0,DET,33,18,,0.05555555555555555,D.Blough
801,00-0035329,1,1.0,1.0,,3.0,,,,LAC,46,26,0.021739130434782608,,D.Parham
802,00-0034440,1,1.0,,,-2.0,1.0,,5.0,LAC,46,26,0.021739130434782608,0.038461538461538464,J.Jackson
803,00-0036988,1,1.0,,,17.0,,,,LAC,46,26,0.021739130434782608,,J.Palmer
804,00-0032725,1,2.0,,,7.5,,,,LAC,46,26,0.043478260869565216,,S.Anderson
805,00-0036382,1,3.0,,,6.0,,,,LAC,46,26,0.06521739130434782,,K.Hill
806,00-0035414,1,5.0,1.0,,4.4,,,,LAC,46,26,0.10869565217391304,,J.Guyton
807,00-0027061,1,8.0,1.0,,8.375,,,,LAC,46,26,0.17391304347826086,,J.Cook
808,00-0033536,1,12.0,1.0,,9.833333333333334,,,,LAC,46,26,0.2608695652173913,,M.Williams
809,00-0030279,1,13.0,1.0,1.0,8.615384615384615,,,,LAC,46,26,0.2826086956521739,,K.Allen
810,00-0035908,1,,,,,1.0,,2.0,LAC,46,26,,0.038461538461538464,G.Nabers
811,00-0036355,1,,,,,1.0,1.0,2.0,LAC,46,26,,0.038461538461538464,J.Herbert
812,00-0036650,1,,,,,8.0,,3.375,LAC,46,26,,0.3076923076923077,L.Rountree
813,00-0033699,1,,,,,15.0,4.0,3.8,LAC,46,26,,0.5769230769230769,A.Ekeler
814,00-0035547,6,1.0,,,24.0,,,,KC,46,28,0.021739130434782608,,J.Fortson
815,00-0034297,6,3.0,,,15.666666666666666,,,,KC,46,28,0.06521739130434782,,B.Pringle
816,00-0031376,6,4.0,,,-1.5,3.0,,3.3333333333333335,KC,46,28,0.08695652173913043,0.10714285714285714,J.McKinnon
817,00-0034301,6,4.0,,,-1.25,21.0,3.0,2.9523809523809526,KC,46,28,0.08695652173913043,0.75,Da.Williams
818,00-0035140,6,5.0,,1.0,11.2,1.0,,6.0,KC,46,28,0.10869565217391304,0.03571428571428571,M.Hardman
819,00-0032775,6,6.0,,,14.833333333333334,,,,KC,46,28,0.13043478260869565,,D.Robinson
820,00-0030506,6,11.0,,,5.7272727272727275,,,,KC,46,28,0.2391304347826087,,T.Kelce
821,00-0033040,6,12.0,2.0,,6.166666666666667,,,,KC,46,28,0.2608695652173913,,T.Hill
822,00-0033873,6,,,,,3.0,,10.333333333333334,KC,46,28,,0.10714285714285714,P.Mahomes
823,00-0035628,6,1.0,,,6.0,1.0,,2.0,CLE,31,19,0.03225806451612903,0.05263157894736842,D.Johnson
824,00-0034311,6,1.0,,,2.0,,,,CLE,31,19,0.03225806451612903,,J.Stanton
825,00-0036654,6,2.0,,,-4.0,,,,CLE,31,19,0.06451612903225806,,D.Felton
826,00-0033885,6,2.0,,,3.0,,,,CLE,31,19,0.06451612903225806,,D.Njoku
827,00-0032392,6,3.0,,,3.3333333333333335,,,,CLE,31,19,0.0967741935483871,,A.Hooper
828,00-0036999,6,3.0,,,6.0,1.0,,-3.0,CLE,31,19,0.0967741935483871,0.05263157894736842,A.Schwartz
829,00-0033923,6,3.0,,,0.6666666666666666,14.0,1.0,4.714285714285714,CLE,31,19,0.0967741935483871,0.7368421052631579,K.Hunt
830,00-0032977,6,3.0,1.0,,7.666666666666667,,,,CLE,31,19,0.0967741935483871,,R.Higgins
831,00-0036233,6,5.0,,1.0,20.0,,,,CLE,31,19,0.16129032258064516,,D.Peoples-Jones
832,00-0031235,6,8.0,1.0,,10.25,,,,CLE,31,19,0.25806451612903225,,O.Beckham
833,00-0034855,6,,,,,3.0,,2.6666666666666665,CLE,31,19,,0.15789473684210525,B.Mayfield
834,00-0031319,3,1.0,,,-3.0,,,,DEN,24,36,0.041666666666666664,,D.Spencer
835,00-0036423,3,1.0,,,3.0,,,,DEN,24,36,0.041666666666666664,,A.Okwuegbunam
836,00-0032144,3,2.0,,,-5.0,18.0,3.0,3.3333333333333335,DEN,24,36,0.08333333333333333,0.5,M.Gordon
837,00-0036412,3,3.0,,,20.333333333333332,,,,DEN,24,36,0.125,,K.Hamler
838,00-0035644,3,3.0,,,7.666666666666667,,,,DEN,24,36,0.125,,N.Fant
